# detid average_r2s y_intercept_low_hits slope_low_hits y_intercept_high_hits slope_high_hits
419963942 921.110841937 36.5621369699 0.767326594937 39.5206578721 0.767323220049
411849806 2815.14098541 -593.791441583 -11.4300788615 -620.717033127 -11.4299793893
419992670 3373.36092491 -148.785355699 -2.41418357061 -154.921546851 -2.41423248973
420230242 1940.33421335 -43.2008164222 -0.0984902908277 -45.5593780715 -0.0984891010335
411849802 2769.46202983 593.817281743 11.4305813713 620.73075361 11.4302357654
420754470 1930.38032458 43.2008359194 0.098494569122 45.559384846 0.0984915640936
411337750 3098.63504084 83.4413797629 -1.17084740806 87.0557677967 -1.17085315449
420762630 2812.40801268 593.775145155 -11.4297682937 620.734935878 -11.4303114699
419988638 3075.94725605 -232.135130589 4.16529840458 -242.186279716 4.16523446089
411337754 3047.24718228 71.2656059262 -0.854076376453 74.3525012147 -0.854079975905
412120242 3786.35631285 -847.071944584 13.9834123856 -879.859181125 13.9815219455
419972198 1505.96886537 -53.2494594602 0.999997883082 -56.5688706413 0.999996761536
411337758 3094.40751908 63.5565000043 -0.612797143481 66.3094809588 -0.612801668192
420762638 2790.34559516 122.456089184 -2.14450614507 128.00835028 -2.14447134276
419972194 1499.39923056 -44.4691579676 0.628341952742 -47.2412828024 0.628344008392
419984394 2556.48876018 189.631133084 -3.7320385055 198.700999276 -3.73205867097
419972190 1520.81697579 -39.8916714376 0.34991337619 -42.3784980106 0.349919149667
419959842 630.970615263 34.0108376622 0.999999778714 37.330252357 0.999998260063
419959846 635.500552337 52.9730797169 1.9626085995 58.1433312393 1.96261174298
420230246 1960.63355593 -43.2008261514 0.0984911552657 -45.5593988303 0.0984950280794
411309118 641.261285665 -24.3490716512 -0.158382481503 -26.7255319332 -0.158382669546
411309114 633.672221306 -26.9911632725 -0.50952577933 -29.6254628416 -0.509523699177
411309110 636.747146322 -34.0109088277 -1.00000385432 -37.3303395565 -1.00000310216
420246694 3812.55233037 -126.078236258 1.83137359001 -130.974717984 1.83135211092
420242534 3173.53507153 -85.0503610486 -1.17086001534 -88.6637310153 -1.17084197617
420246690 3777.17279023 -100.825587305 1.33584118839 -104.742531268 1.33584603162
420242530 3163.88414116 -105.713624581 -1.63184072019 -110.206454219 -1.63185207828
420246698 3781.39860632 -172.900958896 2.68110860196 -179.61642314 2.68108956265
420242538 3171.70730931 -72.6399554235 -0.854093390222 -75.7260473604 -0.854075541681
419984402 2512.1072452 85.5690283465 -1.42815127796 89.6615656872 -1.42815853713
419984406 2536.83468536 69.4101255396 -1.00000316513 72.7296105687 -1.00000389131
419730590 3336.12005967 -243.903839708 4.16529342767 -253.959572772 4.16531361919
411849794 2784.65585243 122.455074978 2.14448420652 128.010470918 2.14451491355
420226134 1538.8194495 -38.2079461533 -0.112672037759 -40.5699894463 -0.112672601161
411849790 2798.79814398 90.2271823007 1.42814744434 94.3197392547 1.42815501527
420226130 1530.59608223 -40.2249953387 -0.349915090051 -42.711786887 -0.349919029492
420242590 3198.28974047 -236.605119622 4.16520845817 -246.668544488 4.16537054812
411849798 2810.08120287 199.956657123 3.73208192461 209.022132636 3.73201530311
420226138 1520.52732244 -38.2079399609 0.112671909035 -40.5700059703 0.112674416094
412382374 3788.25415608 -126.078212012 1.83137374308 -130.977198622 1.83139734785
411583582 1496.51111048 -39.8916907291 0.349915409296 -42.3784445787 0.349915991408
412382370 3781.3628865 -100.825721773 1.33584365464 -104.741897384 1.33583282738
411583586 1530.4842092 -44.4692129298 0.628344561575 -47.2411797426 0.628338546695
412382378 3844.26276958 -172.901376975 2.68111485733 -179.617101119 2.68110121334
420242594 3188.89751905 -704.009885292 12.7063154262 -733.944495355 12.7066316153
411325486 1771.31630179 46.4716506854 0.534513427062 49.133083145 0.534511704073
411849778 2801.0822519 57.1021456569 0.466303532551 59.6919318699 0.466301540002
411333674 2528.04882578 49.2677832255 0.0874895962994 51.6239325828 0.0874845216404
411325482 1764.87509214 42.8285040451 0.303348365199 45.2813293341 0.303349592964
420758650 2307.27297722 -51.523338531 0.466307595875 -54.1132666597 0.466312082722
411333670 2544.59652863 49.267777098 -0.0874880042209 51.6239440365 -0.087492061633
411849770 2774.77269599 51.9498702624 0.0874886456387 54.3060344539 0.0874846141719
411849774 2805.92940222 53.5777827893 0.267946672436 56.0077972435 0.267947224021
411333678 2543.76659177 50.81163165 0.26794640544 53.2416646192 0.267948780495
420496446 2303.71107743 81.4122797557 1.428155973 85.5047059573 1.42816037164
419968094 1138.02358065 -85.3005328216 2.41421323321 -91.4343447985 2.41422180164
411595822 2531.19476601 50.811651976 0.267949231129 53.2417064823 0.267953031579
411595826 2514.06516666 54.154194573 0.466311474775 56.7440915803 0.46631300092
411845678 2292.15930922 48.3432540774 0.267949105652 50.7732646303 0.267950866385
411845674 2295.27598077 46.8743727983 0.087488173676 49.2305444415 0.0874892595325
411845670 2306.99228602 46.87436372 -0.0874888442069 49.2305466641 -0.087489361749
420504638 3187.56928788 72.639643841 0.854085308425 75.7259918613 0.854073623664
411853926 3235.8368471 -85.049943701 -1.17085014983 -88.6641469699 -1.17085168556
420226154 1525.18863065 -71.3636182975 1.59149276942 -75.7755325897 1.59149696443
411853922 3146.44138985 -105.714599241 -1.63186128385 -110.206661989 -1.6318562597
419714122 1771.62431165 -141.187101689 -3.29657144901 -149.272086758 -3.29655080191
419714126 1766.60077607 -86.9424399712 -1.87087358611 -91.921699558 -1.8708732682
411857946 3792.06012287 85.4505918053 -1.00000280512 88.7699 -1.0
411325558 1780.26929943 -64.6038483603 1.21850049151 -68.3040815385 1.21851061633
419730558 3416.58943757 -57.1143652446 0.0787027434202 -59.4688331551 0.0787053174199
411857942 3821.51791129 100.826022364 -1.33585050553 104.742325856 -1.33584177338
420762758 2818.01444573 -90.2276629574 1.42815848657 -94.3195159047 1.42814932861
419976286 1792.9317109 -42.8285020786 -0.303347962417 -45.2813023015 -0.303347457069
411325550 1792.40338464 -46.4715182906 0.534506405884 -49.1331189369 0.53451361658
419730550 3394.59028917 -58.5562390012 -0.24007974164 -60.9700821123 -0.240076360249
411325554 1787.98489842 -53.0189736421 0.820674903721 -56.0555892657 0.820681407143
419730554 3440.03985082 -57.1143872203 -0.0787054557675 -59.4688151608 -0.0786999648775
411604038 3345.85027844 108.972962773 1.63184851253 113.466375656 1.63187164183
420484170 1243.13056014 -48.1394019947 -1.00000530627 -51.4586666632 -0.99999846033
419996806 4054.24686553 -62.6368978424 -0.0715221840975 -64.9901022668 -0.0715243403107
420484174 1246.96324531 -40.2015171945 -0.628341858579 -42.9736633641 -0.628343856546
420484178 1244.38910633 -36.0633642552 -0.349915785508 -38.5501283939 -0.34991722632
420762754 2865.06234794 -73.1884806723 0.999994958053 -76.5081375006 1.00000080408
419976282 1780.22078541 -46.4717300847 -0.534517527341 -49.1330056349 -0.534508202559
412095590 1246.92994796 -48.1392674979 0.99999985385 -51.4587747753 1.00000274506
412095594 1238.74272731 -63.980392009 1.59149205518 -68.3919329481 1.59148425345
412095598 1241.26367155 -103.063056429 2.85783229146 -110.169849291 2.85783476671
419726374 3026.72077127 55.7307430781 -0.240077843173 58.1446512148 -0.240079510723
420484198 1236.18797751 -48.1393324148 1.00000291331 -51.4587 1.0
419718258 2237.83992038 -59.5663647699 0.820684426722 -62.6025645529 0.820676062591
419996798 4014.71501577 -66.6816267529 -0.372982065263 -69.1866456625 -0.372975594369
419726370 3068.8428225 58.6556918419 -0.414208105555 61.196416821 -0.414214395024
420762750 2814.97841079 -63.177973232 0.700213972721 -66.0431410277 0.700206184372
411841558 1958.1934767 55.6171267544 -0.820670264848 58.6538789036 -0.820681117551
420484190 1230.79811204 -36.063328332 0.349911319359 -38.5501238022 0.349916024333
411841554 1942.03080224 67.7699441412 -1.21850329583 71.4695119351 -1.21849300933
419996790 3987.48959601 -78.0437095953 -0.748587587414 -80.9753811246 -0.748578980142
419726378 3078.21414739 54.3584651026 -0.0786995563766 56.7129311674 -0.0787017564596
420484194 1229.24533228 -40.2015094594 0.628341116669 -42.9736127442 0.628341201556
411841550 1969.48859502 91.203512144 -1.87088195701 96.1822015671 -1.87086662491
419996794 4054.98100768 -71.1846346397 -0.546039671132 -73.8589352238 -0.546039092508
411833446 1242.46257936 -48.1392176405 0.999997696242 -51.4587226502 1.00000078625
420508774 3797.42838969 -172.901613611 -2.68112055232 -179.617995958 -2.6811158969
411833442 1248.98132595 -40.2014982082 0.628340729208 -42.9735608774 0.628338795746
419710066 1513.72577611 -336.292242594 8.87516898287 -357.250155847 8.87502594339
419710062 1519.42050125 -114.003498202 2.85782465302 -121.108698006 2.8577857729
411329638 2233.48729416 -46.2680640169 0.0984867559246 -48.6266653506 0.0984926809961
420766742 3188.22653752 85.0504749113 -1.1708628084 88.6640570879 -1.1708493443
419734678 4035.70137666 -71.1847008989 0.546042525404 -73.8590643497 0.546043145219
420766746 3208.56430906 72.6395641652 -0.854082468991 75.7262856544 -0.85408153809
411329630 2221.68898517 -48.1171577302 -0.303342406799 -50.5700279502 -0.303346605141
419734674 4028.11469647 -66.6816179115 0.372983182391 -69.1867297732 0.37298045671
420508678 3827.94048923 846.973570268 -13.9817795997 879.93792685 -13.9827786787
411329634 2203.42581251 -46.2680863342 -0.0984883860071 -48.6266593279 -0.0984963441473
419734670 4050.02504646 -63.9384745535 0.217534545724 -66.3406036912 0.217537702555
419722270 2547.37188174 54.1540557836 -0.466304039912 56.7439408273 -0.466306355889
420754538 1972.9694712 -44.9273473898 0.303346023238 -47.3801736988 0.303346404479
419722274 2545.15342361 50.8116099888 -0.267946366485 53.2417042877 -0.267952490632
419701818 905.476986386 -75.7981999072 -2.4142149539 -81.9321865702 -2.41423118069
412099698 1543.44539612 -339.102801723 8.87519064936 -360.074593858 8.87539220758
419722278 2551.13171414 49.2677658711 -0.0874842364068 51.6239481678 -0.0874896450256
419701814 913.964961157 -222.231708345 -7.59584908086 -240.210006918 -7.59570482366
412099694 1547.92323455 -114.956449143 2.85783655276 -122.062686932 2.85782398798
420234318 2266.25811157 -535.796369199 -11.4304767925 -562.717661794 -11.4302566665
419701810 932.8691199 222.230975505 7.5958251388 240.210627525 7.5957254603
412099690 1526.55549738 -71.3635197537 1.59148990401 -75.7750879526 1.59148369781
420770834 3824.6756166 126.077537686 -1.83136029659 130.9752687 -1.83136203809
411591726 2236.75908494 52.2101833069 0.534510023742 54.8716194617 0.534508275427
420770830 3802.36627869 172.900148853 -2.68109293048 179.617455677 -2.68110745832
411591722 2225.81369544 48.1172618748 0.303350453788 50.570011959 0.30334547078
420770838 3830.95226877 100.825991742 -1.33584934938 104.742034861 -1.33583538328
420230238 1950.22749939 -44.9273189889 -0.30334362507 -47.3801774235 -0.303346668677
419976298 1771.66121059 -42.8284765193 0.303346051482 -45.2813423088 0.303349948588
419976290 1776.3116935 -41.1825993661 -0.0984905988347 -43.54115924 -0.0984925091736
419976294 1773.12794713 -41.1826067125 0.0984921255444 -43.5411619875 0.0984907017072
412378194 3160.72812868 703.999653287 12.7061285316 733.935985628 12.7064851962
412378190 3194.44592235 236.611235573 4.16532291137 246.670588133 4.16540655579
412378198 3216.84738584 -703.996171931 -12.7060642484 -733.915034569 -12.7061206485
420242558 3170.80421722 -55.4063048981 0.0787042943268 -57.7607536852 0.0786991669706
420246682 3797.65775079 -75.4770987154 0.748588358227 -78.4092036449 0.748590462346
419726398 3061.17400517 71.2658838952 0.854084729716 74.352065565 0.854068096254
419722386 2522.49485753 -563.145746692 11.4303043192 -590.090246364 11.4305585593
420234314 2316.81229208 535.780723508 11.4301417011 562.694968179 11.4297941863
419722382 2547.66359989 -189.630696795 3.73202819999 -198.701048449 3.73205935465
419726390 3092.74498611 58.655890236 0.414217212876 61.1963943241 0.414213439013
420230162 1953.56047724 67.7700719629 -1.21850679002 71.4698738273 -1.21850377432
419726394 3050.00751893 63.5564985101 0.612797469489 66.3094197922 0.612799601834
420500506 2790.67164965 63.1777631595 -0.700207556397 66.0431389905 -0.70020605529
419714110 1756.44043341 141.18598284 3.29654380085 149.270822079 3.29651908279
419980406 2259.30168012 -72.5817366171 1.21850649226 -76.2816195898 1.21850558271
419980402 2246.31833228 -59.5661865833 0.820678206083 -62.602505386 0.820674565367
419980398 2227.90825463 -52.210148447 0.534508177884 -54.8717837876 0.534515809752
419980394 2247.09105981 -48.1171889947 0.303346213359 -50.5699978567 0.303345025124
419980390 2212.65864842 -46.2681125801 0.0984941106882 -48.6266334906 0.0984884522513
419714114 1762.44985392 418.12462266 10.1529394701 442.096967237 10.1535472522
411345982 4073.16462892 71.1846930505 0.546042365674 73.8592012225 0.546047779973
412116038 3160.17503817 105.714474129 1.63185813081 110.206028599 1.63184411404
411345986 4010.49887307 78.0439583235 0.748594446731 80.9763097833 0.748602947357
412374086 2774.62725354 199.954938437 3.73204662005 209.023675868 3.73204389244
412116034 3218.64725545 85.0501368495 1.17085500621 88.6638163053 1.17084383225
412374082 2816.58115949 122.45637656 2.14451244236 128.010839803 2.1445220707
412116030 3195.14676927 72.6396596585 0.854085292856 75.725953989 0.854072388226
420766858 3191.83972518 -64.7817886383 0.612802972401 -67.5345298487 0.612799179175
420488214 1528.79649272 44.8406706311 -0.628340680036 47.6127539072 -0.628339765864
420488210 1527.30143043 53.6942805137 -0.999994216026 57.0139140258 -1.00000073976
420496530 2303.02478392 -535.789099935 11.4303239931 -562.711561862 11.4301326631
420488218 1544.07721347 40.2250149492 -0.349916639095 42.711738987 -0.349914493274
420504718 3195.59503276 -72.6394199577 0.854078566553 -75.7261193761 0.85407646504
420504714 3150.11933044 -64.781681803 0.612799350052 -67.5343535064 0.612792489071
420492322 1972.54231549 43.2008323966 -0.0984914717596 45.5593778957 -0.0984901404771
420504710 3219.69204162 -59.7864340901 0.414211550738 -62.3270660734 0.414213684509
420492326 1966.21470308 43.2008023633 0.0984861964395 45.5593737824 0.0984890864873
411604090 3368.90923668 -57.1143555513 -0.0786989793447 -59.4688226726 -0.0787037319568
419980418 2242.23585468 -469.776764301 10.1533650337 -493.715956329 10.1531987731
411604094 3429.18009066 -57.1143954968 0.0787056139485 -59.4688019617 0.0786982187514
411604098 3392.86989751 -58.5562425302 0.240080889347 -60.9701073199 0.240078545128
411858062 3826.55047847 -61.8357904077 0.217541859123 -64.2378456754 0.217537419748
412369934 2314.23537722 110.49238487 -2.14451278394 116.045816772 -2.14450014006
412378178 3236.584386 85.0498241461 1.17084651896 88.664514577 1.17086018792
411317294 1157.32193754 85.3007800726 2.41422206076 91.4338387607 2.41420649111
412369930 2252.48629471 180.419376146 -3.73204828778 189.488911812 -3.73206237811
412378170 3165.85885195 64.7818348662 0.61280421617 67.5347362903 0.61280661044
412369938 2293.43773614 81.4124511243 -1.42815991874 85.5040590686 -1.4281437255
412378174 3207.59342832 72.6395709758 0.854082337226 75.7266055455 0.854089912519
419980410 2210.5420974 -97.6793935801 1.87089187702 -102.65749418 1.87086404201
412103786 1969.59778106 -44.927332639 0.303344342026 -47.3801756968 0.303346951151
419705946 1146.10405916 -53.6220789708 1.30322325767 -57.478061138 1.30323261027
419705942 1147.65587483 -41.1457647693 0.767328780396 -44.1044526506 0.767333629437
419980414 2228.83233623 -158.622193714 3.29658056079 -166.705942074 3.29653497774
419976198 1762.84305933 418.12890277 -10.1530448628 442.093501091 -10.1534645513
419992686 3413.03428499 -66.7790165179 -0.612807162861 -69.5318076821 -0.612804810469
412361818 1544.69131543 -38.2079382325 0.112670976382 -40.5700134679 0.112677548544
411595922 2542.92354012 -563.126818859 11.429919971 -590.060747416 11.42998326
419972182 1487.15531835 -37.891335072 -0.112669986328 -40.2534043039 -0.11267273658
420508766 3810.90173119 -846.983128049 -13.9819419847 -879.859805345 -13.9815287807
420770882 3811.0417391 75.4769782046 0.748584852126 78.4091582709 0.748589318779
419972186 1528.34052251 -37.8913594781 0.112675049521 -40.2534031513 0.112672959697
420508762 3797.88652321 846.996937205 13.9821694082 879.899786635 13.9821705155
419988626 3056.78096311 -83.4418000489 1.17085767733 -87.055921598 1.17085658911
419988622 3026.07268982 -71.2659688605 0.854087268322 -74.3522857995 0.854074420234
411309102 638.513529396 -153.733151738 -6.31371492332 -168.737477644 -6.31371576318
411599922 3063.06602986 55.7307844298 0.240080901348 58.1445970518 0.240075261335
411309106 637.301351048 -52.9731087972 -1.96260923511 -58.1434965768 -1.96261891692
411599926 3108.60365003 58.6557879253 0.414212159833 61.1963214116 0.414209937462
420242522 3179.90690622 -236.61057133 -4.1653099671 -246.663137244 -4.16527336709
420242526 3185.60033187 -144.336281739 -2.41419312626 -150.470310924 -2.41420294477
419959878 648.149950153 -26.9911708686 0.509526254867 -29.6254611323 0.509523406998
419980294 2237.83282857 469.752303257 -10.15283029 493.71030532 -10.1530799301
420754486 1942.02803007 67.7701015214 1.21850845477 71.4697750937 1.21850091012
420754482 1949.31514631 55.6174472451 0.820681624173 58.6537487404 0.820676933755
419984474 2550.1857044 -85.5681814461 -1.42813081229 -89.6608416608 -1.42814198555
419984470 2532.7784509 -116.133899528 -2.1445069927 -121.685439961 -2.14445549448
412120130 3801.84220498 75.4770600924 0.748587109377 78.4094458959 0.748597321295
420754474 1968.64834555 44.9274162741 0.303351349805 47.3802008962 0.303348472099
419984478 2529.95606475 -69.4092295323 -0.999976674073 -72.7292168861 -0.99999336581
420226126 1530.91703027 -44.8406952813 -0.628341682137 -47.6127682238 -0.628340845833
420226122 1521.45242283 -53.694313279 -0.99999530146 -57.0139916509 -1.00000407075
420754462 1969.66906371 44.9273433401 -0.303346248606 47.3801706823 -0.303345665076
420758558 2297.65820223 51.5235082192 -0.466315577204 54.1132728174 -0.466311523823
411325498 1780.07229462 86.94287118 1.87088570151 91.9215986986 1.87087077639
412382362 3821.86282062 -75.4773730874 0.748595397944 -78.4093364722 0.748594436188
420508830 3837.97128466 -85.4504757124 0.999999678781 -88.7700292171 1.00000273303
411325490 1751.94380239 53.0191215106 0.820680636018 56.0557369647 0.820686610837
420758662 2289.15695164 -81.4122833225 1.4281557928 -85.5038313765 1.4281385146
411333662 2535.35610981 54.1541660829 -0.466309490469 56.7439874644 -0.466308343133
411325494 1751.20954152 64.6038716607 1.21850197793 68.3038258359 1.21850330128
420758666 2279.74157781 -110.491290081 2.14448666126 -116.046633552 2.14451959118
411333666 2525.70802803 50.8116553463 -0.26794837595 53.241646128 -0.267947451989
412120138 3776.28282364 100.825614424 1.33584151317 104.742157942 1.33583795779
411849746 2816.0640243 90.2272487697 -1.42814876892 94.3191778091 -1.42814236921
411603986 3370.58698174 108.974058839 -1.63187110497 113.465788769 -1.63185919349
411849742 2843.78815713 122.455008909 -2.14448275358 128.009516685 -2.14449537391
411603982 3406.34111306 148.7866817 -2.41420826826 154.920272068 -2.41420998165
419968050 1146.08938917 250.085813875 7.59567127197 268.076313679 7.5959038822
419968054 1131.38357577 -250.087408324 -7.59572038946 -268.077437136 -7.59593662429
419968058 1169.36624318 -85.2999218576 -2.41419327667 -91.4341824931 -2.41421741104
419984502 2568.34687482 -50.8116405303 0.267947229614 -53.2416275855 0.267946853619
419984506 2570.99802351 -54.1541391687 0.466308597607 -56.7440154823 0.466309733276
411595854 2534.73083985 -563.173159864 -11.430868924 -590.052421684 -11.4298175048
411845662 2302.52152495 51.523345154 -0.466307563979 54.1132650287 -0.466311748128
411608198 4124.43548005 -62.6368875497 -0.0715191770913 -64.990070908 -0.0715180483411
411595850 2528.31645558 563.14506502 11.4302935034 590.025973062 11.4293010157
411845666 2280.40678993 48.3431992542 -0.267944425429 50.7732896684 -0.26795156828
412111938 2830.31840319 122.456113166 2.14450652375 128.010278706 2.14451113605
411608190 4033.01884486 -66.6816749039 -0.372985461486 -69.186636875 -0.372976650284
411595858 2556.35048822 -189.631476711 -3.7320460928 -198.699880045 -3.73203649074
420226054 1533.08629996 339.111996144 -8.87543561803 360.065456026 -8.87516361148
411608194 4074.52595255 -63.9385513683 -0.217540604784 -66.3405479621 -0.217534230238
412382218 3804.88904953 284.260720493 -4.59703448911 295.298822683 -4.59696371598
420246558 3742.39408566 75.4772100052 -0.748591451639 78.4087059907 -0.74857740552
412382214 3804.19949787 846.965667754 -13.9816498156 879.904408181 -13.9822420814
411857978 3792.44217589 64.4887359711 0.372986057576 66.9938793092 0.372985038067
419714158 1774.91829413 -46.4715828997 0.534509981064 -49.1331120046 0.534512744558
411333750 2527.52529923 -50.8116092525 0.267946324634 -53.2416951279 0.267950609205
411857970 3784.71930063 60.5769366819 0.0715206319017 62.9301164381 0.0715148076099
419714150 1790.15812123 -41.1826030745 0.0984902489738 -43.5411800204 0.0984962417655
411857974 3812.59180824 61.8357084316 0.21753401115 64.2378562436 0.217538548279
420746278 1236.80109501 36.0633583478 0.349915330641 38.5501142648 0.34991574372
411325542 1780.37329644 -41.1825809256 0.0984869176321 -43.5411306497 0.0984878352751
419730546 3384.16903305 -61.6296073728 -0.414215241517 -64.1701730328 -0.414213699368
420234290 2273.08552345 51.5233215729 0.466306817131 54.113141697 0.466306309525
411325546 1797.00922121 -42.8284945575 0.303347741707 -45.2813233019 0.303348000679
419730542 3368.95507094 -66.7788509564 -0.612801892724 -69.5314889677 -0.612794717649
411313250 910.777362274 -222.233488558 7.5959120903 -240.213508445 7.5958155836
419996814 4039.5591735 -63.9384793252 0.217535282469 -66.3405103432 0.217529961341
411346066 4059.28566016 -66.6814552674 0.37297386989 -69.1867562064 0.372981424181
420484166 1240.40574226 -63.9804840993 -1.59149535982 -68.3919684938 -1.59148646649
